timestamp,a,b,right,left,down,rb
1716675423_50,0,0,0,0,0,0
1716675449_0,0,0,0,0,0,0
1716675449_1,0,0,0,0,0,0
1716675450_0,0,0,0,0,0,0
1716675451_0,0,0,0,0,0,0
1716675451_10,0,0,0,0,0,0
1716675452_1,0,0,0,0,0,0
1716675452_2,0,0,0,0,0,0
1716675452_3,0,0,0,0,0,0
1716675452_4,0,0,0,0,0,0
1716675452_5,0,0,0,0,0,0
1716675453_0,0,0,0,0,0,0
1716675453_1,0,0,0,0,0,0
1716675453_20,0,0,0,0,0,0
1716675453_5,0,0,0,0,0,0
1716675454_0,0,0,0,0,0,0
1716675454_1,1,0,0,0,0,0
1716675454_2,1,0,0,0,0,0
1716675454_3,1,0,0,0,0,0
1716675454_4,1,0,0,0,0,0
1716675454_5,1,0,0,1,0,0
1716675455_0,1,0,0,0,0,0
1716675455_1,1,0,0,0,0,0
1716675455_2,1,0,0,0,0,0
1716675455_3,1,0,0,0,0,0
1716675455_41,1,0,0,0,0,0
1716675456_0,1,0,0,0,0,0
1716675456_1,1,0,0,0,0,0
1716675456_2,1,0,0,1,0,0
1716675456_3,1,0,0,1,0,0
1716675456_4,1,0,0,1,0,0
1716675456_5,1,0,0,0,0,0
1716675457_0,1,0,1,0,0,0
1716675457_1,1,0,0,0,0,0
1716675457_2,1,0,1,0,0,0
1716675457_3,1,0,0,0,0,0
1716675457_4,1,0,0,0,0,0
1716675457_5,1,0,0,0,0,0
1716675458_017,1,0,1,0,0,0
1716675458_2,1,0,0,0,0,0
1716675458_3,1,0,0,0,0,0
1716675458_4,1,0,0,1,0,0
1716675458_5,1,0,0,0,0,0
1716675459_0,1,0,0,0,0,0
1716675459_1,1,0,0,1,0,0
1716675459_2,1,0,0,1,0,0
1716675459_3,1,0,0,1,0,0
1716675459_4,1,0,0,0,0,0
1716675459_5,1,0,0,1,0,0
1716675460_0,1,0,0,1,0,0
1716675460_11,1,0,0,1,0,0
1716675460_3,1,0,0,0,0,0
1716675460_4,1,0,0,1,0,0
1716675460_5,0,0,0,1,0,0
1716675461_017,1,0,0,0,0,0
1716675461_2,1,0,1,0,0,0
1716675461_3,1,0,1,0,0,0
1716675461_4,1,0,0,0,0,0
1716675461_5,1,0,0,0,0,0
1716675462_0,1,0,1,0,0,0
1716675462_1,1,0,1,0,0,0
1716675462_2,1,0,1,0,0,0
1716675462_3,1,0,0,1,0,0
1716675462_4,1,0,0,1,0,0
1716675462_5,1,0,0,1,0,0
1716675463_0,1,0,0,1,0,0
1716675463_1,1,0,0,1,0,0
1716675463_2,1,0,1,0,0,0
1716675463_317,1,0,1,0,0,0
1716675463_5,1,0,1,0,0,0
1716675464_0,1,0,0,0,0,0
1716675464_1,1,0,1,0,0,0
1716675464_2,1,0,1,0,0,0
1716675464_3,1,0,1,0,0,0
1716675464_4,1,0,0,0,0,0
1716675464_5,1,0,0,0,0,0
1716675465_017,1,0,1,0,0,0
1716675465_2,1,0,1,0,0,0
1716675465_3,1,0,1,0,0,0
1716675465_41,1,0,0,0,0,0
1716675466_0,1,0,0,0,0,0
1716675466_1,1,0,0,1,0,0
1716675466_2,1,0,0,0,0,0
1716675466_3,1,0,1,0,0,0
1716675466_4,1,0,0,0,0,0
1716675466_5,1,0,0,0,0,0
1716675467_0,1,0,0,0,0,0
1716675467_1,1,0,0,1,0,0
1716675467_2,1,0,0,0,0,0
1716675467_3,1,0,0,0,0,0
1716675467_433,1,0,0,0,0,0
1716675468_0,1,0,0,1,0,0
1716675468_1,1,0,0,1,0,0
1716675468_2,1,0,0,1,0,0
1716675468_3,1,0,0,1,0,0
1716675468_4,1,0,0,0,0,0
1716675468_5,1,0,0,0,0,0
1716675469_033,1,0,0,1,0,0
1716675469_2,1,0,0,0,0,0
