timestamp,a,b,right,left,down,rb
1716682078_0,0,0,0,0,0,0
1716682078_1,0,0,0,0,0,0
1716682078_2,0,0,0,0,0,0
1716682079_0,0,0,0,0,0,0
1716682079_10,0,0,0,0,0,0
1716682079_3,0,0,0,0,0,0
1716682079_4,0,0,0,0,0,0
1716682080_00,0,0,0,0,0,0
1716682080_2,0,0,0,0,0,0
1716682080_3,0,0,0,0,0,0
1716682080_4,0,0,0,0,0,0
1716682080_5,0,0,0,0,0,0
1716682081_0,0,0,0,0,0,0
1716682081_1,0,0,0,0,0,0
1716682081_2,0,0,0,0,0,0
1716682081_3,0,0,0,0,0,0
1716682081_4,0,0,0,0,0,0
1716682081_5,0,0,0,0,0,0
1716682081_6,0,0,0,0,0,0
1716682082_0,0,0,0,0,0,0
1716682082_1,0,0,0,0,0,0
1716682082_2,0,0,0,0,0,0
1716682082_3,0,0,0,0,0,0
1716682082_4,0,0,0,0,0,0
1716682083_0,0,0,0,0,0,0
1716682083_10,0,0,0,0,0,0
1716682083_3,1,0,0,0,0,0
1716682083_4,1,0,0,0,0,0
1716682083_5,1,0,0,0,0,0
1716682084_0,1,0,0,0,0,0
1716682084_133,1,0,0,0,0,0
1716682084_3,1,0,0,0,0,0
1716682084_4,1,0,0,0,0,0
1716682084_5,1,0,0,0,0,0
1716682085_0,1,0,0,0,0,0
1716682085_11,1,0,0,0,0,0
1716682085_3,1,0,0,1,0,0
1716682085_4,1,0,0,0,0,0
1716682085_5,1,0,0,0,0,0
1716682085_633,1,0,0,0,0,0
1716682086_1,1,0,0,1,0,0
1716682086_2,1,0,0,0,0,0
1716682086_3,1,0,0,0,0,0
1716682086_4,1,0,0,0,0,0
1716682087_0,1,0,0,0,0,0
1716682087_1,1,0,0,1,0,0
1716682087_2,1,0,0,0,0,0
1716682087_333,1,0,0,0,0,0
1716682087_5,1,0,0,0,0,0
1716682088_0,1,0,0,0,0,0
1716682088_1,1,0,0,1,0,0
1716682088_2,1,0,0,1,0,0
1716682088_31,1,0,0,1,0,0
1716682088_5,1,0,1,0,0,0
1716682089_0,1,0,1,0,0,0
1716682089_1,1,0,1,0,0,0
1716682089_2,1,0,1,0,0,0
1716682089_31,1,0,0,0,0,0
1716682089_5,1,0,0,0,0,0
1716682090_0,1,0,0,0,0,0
1716682090_1,1,0,0,0,0,0
1716682090_2,1,0,0,0,0,0
1716682090_3,1,0,0,0,0,0
1716682090_4,1,0,0,0,0,0
1716682090_517,1,0,0,0,0,0
1716682091_1,1,0,0,1,0,0
1716682091_2,1,0,0,1,0,0
1716682091_3,1,0,0,0,0,0
1716682091_4,1,0,1,0,0,0
1716682091_5,1,0,1,0,0,0
1716682092_0,1,0,1,0,0,0
1716682092_1,1,0,0,0,0,0
1716682092_2,1,0,0,0,0,0
1716682092_3,1,0,0,1,0,0
1716682092_4,1,0,0,0,0,0
1716682092_51,1,0,0,1,0,0
1716682093_1,1,0,0,1,0,0
1716682093_2,1,0,0,0,0,0
1716682093_3,1,0,0,0,0,0
1716682093_41,1,0,0,0,0,0
1716682094_0,1,0,0,1,0,0
1716682094_1,1,0,0,0,0,0
1716682094_2,1,0,0,1,0,0
1716682094_3,1,0,0,1,0,0
1716682094_4,1,0,0,1,0,0
1716682094_5,1,0,0,1,0,0
1716682095_0,1,0,0,1,0,0
1716682095_133,1,0,0,0,0,0
1716682095_3,1,0,0,1,0,0
1716682095_4,1,0,0,1,0,0
1716682095_5,1,0,0,0,0,0
1716682096_0,1,0,0,0,0,0
1716682096_1,1,0,0,0,0,0
1716682096_2,1,0,0,0,0,0
1716682096_3,1,0,0,1,0,0
1716682096_433,1,0,0,1,0,0
1716682097_0,1,0,0,0,0,0
1716682097_1,1,0,1,0,0,0
1716682097_2,1,0,1,0,0,0
1716682097_3,1,0,1,0,0,0
1716682097_4,1,0,1,0,0,0
1716682097_5,1,0,0,0,0,0
1716682098_033,0,0,0,0,0,0
1716682098_2,1,0,0,1,0,0
1716682098_31,1,0,0,1,0,0
1716682098_5,1,0,0,0,0,0
1716682099_0,1,0,0,0,0,0
1716682099_117,1,0,1,0,0,0
1716682099_3,1,0,0,0,0,0
1716682099_4,1,0,0,0,0,0
1716682099_5,1,0,0,0,0,0
1716682100_0,1,0,0,0,0,0
1716682100_1,1,0,0,0,0,0
1716682100_2,1,0,1,0,0,0
1716682100_3,1,0,1,0,0,0
1716682100_4,1,0,1,0,0,0
1716682100_517,1,0,1,0,0,0
1716682101_1,1,0,1,0,0,0
1716682101_21,1,0,1,0,0,0
1716682101_4,1,0,0,1,0,0
1716682101_5,1,0,0,1,0,0
1716682102_0,1,0,0,0,0,0
1716682102_1,1,0,0,0,0,0
1716682102_2,1,0,0,1,0,0
1716682102_3,1,0,0,1,0,0
1716682102_4,1,0,0,0,0,0
1716682102_5,1,0,0,0,0,0
1716682103_0,1,0,0,0,0,0
1716682103_1,1,0,0,0,0,0
1716682103_2,1,0,0,1,0,0
1716682103_3,1,0,0,0,0,0
1716682103_433,1,0,0,1,0,0
1716682104_0,1,0,0,1,0,0
1716682104_1,1,0,0,1,0,0
1716682104_2,1,0,0,1,0,0
1716682104_31,1,0,0,1,0,0
1716682104_5,1,0,1,0,0,0
1716682105_0,1,0,1,0,0,0
1716682105_1,1,0,0,0,0,0
1716682105_217,1,0,1,0,0,0
1716682105_4,1,0,0,0,0,0
1716682105_5,1,0,0,1,0,0
1716682106_033,1,0,0,1,0,0
1716682106_2,1,0,0,1,0,0
1716682106_3,1,0,1,0,0,0
1716682106_4,1,0,0,0,0,0
1716682106_5,1,0,0,0,0,0
1716682107_01,1,0,0,0,0,0
1716682107_2,1,0,0,0,0,0
1716682107_3,1,0,0,0,0,0
1716682107_4,1,0,0,0,0,0
1716682107_517,1,0,0,0,0,0
1716682108_1,1,0,0,0,0,0
1716682108_2,1,0,0,1,0,0
1716682108_3,1,0,0,1,0,0
1716682108_4,1,0,0,0,0,0
1716682108_5,1,0,0,1,0,0
1716682109_0,1,0,0,1,0,0
1716682109_1257,1,0,0,0,0,0
1716682109_3,1,0,1,0,0,0
1716682109_4,1,0,1,0,0,0
