timestamp,a,b,right,left,down,rb
1716679251_0,0,0,0,0,0,0
1716679400_0,0,0,0,0,0,0
1716679401_0,0,0,0,0,0,0
1716679401_1,0,0,0,0,0,0
1716679401_20,0,0,0,0,0,0
1716679401_4,0,0,0,0,0,0
1716679401_5,0,0,0,0,0,0
1716679402_00,0,0,0,0,0,0
1716679402_3,0,0,0,0,0,0
1716679402_4,0,0,0,0,0,0
1716679402_5,0,0,0,0,0,0
1716679403_00,0,0,0,0,0,0
1716679403_2,0,0,0,0,0,0
1716679403_3,0,0,0,0,0,0
1716679403_41,0,0,0,0,0,0
1716679404_0,1,0,0,0,0,0
1716679404_1,1,0,0,0,0,0
1716679404_2,1,0,0,0,0,0
1716679404_31,1,0,0,0,0,0
1716679404_5,1,0,0,0,0,0
1716679405_0,1,0,0,1,0,0
1716679405_1,1,0,0,0,0,0
1716679405_2,1,0,0,1,0,0
1716679405_3,1,0,0,1,0,0
1716679405_4,1,0,0,0,0,0
1716679405_51,1,0,1,0,0,0
1716679406_1,1,0,0,0,0,0
1716679406_2,1,0,0,0,0,0
1716679406_3,1,0,1,0,0,0
1716679406_41,1,0,1,0,0,0
1716679407_0,1,0,0,0,0,0
1716679407_1,1,0,0,1,0,0
1716679407_2,1,0,0,0,0,0
1716679407_3,1,0,0,1,0,0
1716679407_4,1,0,0,1,0,0
1716679407_5,1,0,0,1,0,0
1716679408_0,1,0,0,1,0,0
1716679408_133,1,0,0,1,0,0
1716679408_3,1,0,0,0,0,0
1716679408_4,1,0,0,1,0,0
1716679408_5,1,0,0,1,0,0
1716679409_0,1,0,0,0,0,0
1716679409_117,1,0,1,0,0,0
1716679409_3,1,0,0,0,0,0
1716679409_4,1,0,0,0,0,0
1716679409_517,1,0,0,0,0,0
1716679410_1,1,0,1,0,0,0
1716679410_2,1,0,1,0,0,0
1716679410_333,1,0,0,1,0,0
1716679410_5,1,0,0,1,0,0
1716679411_033,1,0,0,1,0,0
1716679411_2,1,0,0,1,0,0
