timestamp,a,b,right,left,down,rb
1716681473_0,0,0,0,0,0,0
1716681473_1,0,0,0,0,0,0
1716681474_00,0,0,0,0,0,0
1716681474_2,0,0,0,0,0,0
1716681474_3,0,0,0,0,0,0
1716681474_4,0,0,0,0,0,0
1716681474_50,0,0,0,0,0,0
1716681475_1,0,0,0,0,0,0
1716681475_2,0,0,0,0,0,0
1716681475_3,0,0,0,0,0,0
1716681475_4,0,0,0,0,0,0
1716681475_5,0,0,0,0,0,0
1716681476_00,0,0,0,0,0,0
1716681476_2,0,0,0,0,0,0
1716681476_3,0,0,0,0,0,0
1716681476_4,0,0,0,0,0,0
1716681476_5,0,0,0,0,0,0
1716681477_0,1,0,0,0,0,0
1716681477_1,1,0,0,0,0,0
1716681477_21,1,0,0,0,0,0
1716681477_4,0,0,0,0,0,0
1716681477_5,1,0,0,0,0,0
1716681478_0,1,0,0,0,0,0
1716681478_1,1,0,0,0,0,0
1716681478_2,1,0,0,0,0,0
1716681478_3,0,0,0,0,0,0
1716681478_4,1,0,0,0,0,0
1716681478_5,1,0,0,0,0,0
1716681479_01,1,0,0,1,0,0
1716681479_2,1,0,0,1,0,0
1716681479_3,1,0,0,0,0,0
1716681479_4,1,0,0,0,0,0
1716681479_5,1,0,0,1,0,0
1716681480_0,1,0,0,0,0,0
1716681480_1,1,0,0,0,0,0
1716681480_2,1,0,1,0,0,0
1716681480_3,1,0,0,0,0,0
1716681480_4,1,0,0,0,0,0
1716681480_5,1,0,0,0,0,0
1716681481_0,1,0,0,0,0,0
1716681481_1,1,0,0,0,0,0
1716681481_21,1,0,1,0,0,0
1716681481_4,1,0,0,1,0,0
1716681481_5,1,0,0,1,0,0
1716681482_0,1,0,1,0,0,0
1716681482_1,1,0,1,0,0,0
1716681482_2,1,0,1,0,0,0
1716681482_3,1,0,1,0,0,0
1716681482_4,1,0,1,0,0,0
1716681482_5,1,0,0,0,0,0
1716681483_0,1,0,0,0,0,0
1716681483_1,1,0,0,0,0,0
1716681483_2,1,0,0,0,0,0
1716681483_3,1,0,0,1,0,0
1716681483_4,1,0,0,0,0,0
1716681483_51,1,0,0,1,0,0
1716681484_1,1,0,0,0,0,0
1716681484_2,1,0,0,1,0,0
1716681484_333,1,0,0,1,0,0
1716681484_5,1,0,0,1,0,0
1716681485_0,1,0,0,1,0,0
1716681485_1,1,0,0,0,0,0
1716681485_21,1,0,0,0,0,0
1716681485_4,1,0,0,0,0,0
1716681485_5,1,0,0,1,0,0
1716681486_0,1,0,0,0,0,0
1716681486_1,1,0,0,0,0,0
1716681486_21,1,0,0,0,0,0
1716681486_4,1,0,0,0,0,0
1716681486_5,1,0,0,0,0,0
1716681487_0,1,0,0,0,0,0
1716681487_1,1,0,0,0,0,0
1716681487_2,1,0,0,0,0,0
1716681487_3,1,0,0,0,0,0
1716681487_4,1,0,0,0,0,0
1716681487_5,1,0,0,0,0,0
1716681488_0,1,0,0,0,0,0
1716681488_11,1,0,0,0,0,0
1716681488_3,1,0,0,0,0,0
1716681488_4,1,0,0,0,0,0
1716681488_5,1,0,0,0,0,0
1716681489_0,1,0,0,0,0,0
1716681489_11,1,0,0,0,0,0
1716681489_3,1,0,0,0,0,0
1716681489_4,1,0,0,0,0,0
1716681489_51,1,0,0,0,0,0
1716681490_1,1,0,0,1,0,0
1716681490_2,1,0,0,0,0,0
1716681490_3,1,0,0,0,0,0
1716681490_41,1,0,0,0,0,0
1716681491_0,1,0,0,1,0,0
1716681491_1,1,0,0,0,0,0
1716681491_2,1,0,1,0,0,0
1716681491_3,1,0,0,0,0,0
1716681491_4,1,0,0,0,0,0
1716681491_5,1,0,0,0,0,0
1716681492_01,1,0,0,0,0,0
1716681492_2,1,0,0,0,0,0
1716681492_3,1,0,0,0,0,0
1716681492_4,1,0,0,0,0,0
1716681492_51,1,0,0,1,0,0
1716681493_1,1,0,0,1,0,0
1716681493_2,1,0,0,1,0,0
1716681493_3,1,0,0,1,0,0
1716681493_4,1,0,0,0,0,0
1716681493_5,1,0,1,0,0,0
1716681494_0,1,0,1,0,0,0
1716681494_1,1,0,1,0,0,0
1716681494_233,1,0,1,0,0,0
1716681494_4,1,0,0,1,0,0
1716681494_5,1,0,0,1,0,0
1716681495_0,1,0,0,1,0,0
1716681495_1,1,0,0,1,0,0
1716681495_233,1,0,0,1,0,0
1716681495_4,1,0,0,0,0,0
1716681495_5,1,0,0,0,0,0
1716681496_0,1,0,0,0,0,0
1716681496_1,1,0,0,0,0,0
1716681496_21,1,0,0,0,0,0
1716681496_4,1,0,0,0,0,0
1716681496_5,1,0,0,0,0,0
1716681497_00,1,0,0,0,0,0
1716681497_2,0,0,0,0,0,0
1716681497_3,0,0,0,0,0,0
1716681497_4,0,0,0,0,0,0
1716681497_5,0,0,0,0,0,0
